"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+1.90281000000E+008, +4.71072078655E-008, +0.00000000000E+000
+1.92280800000E+008, +4.72012818899E-008, +0.00000000000E+000
+1.94280600000E+008, +5.15277815481E-008, +0.00000000000E+000
+1.96280400000E+008, +5.18555833909E-008, +0.00000000000E+000
+1.98280200000E+008, +5.26228270930E-008, +0.00000000000E+000
+2.00280000000E+008, +5.24809800132E-008, +0.00000000000E+000
+2.02279800000E+008, +5.17939203375E-008, +0.00000000000E+000
+2.04279600000E+008, +5.16601092504E-008, +0.00000000000E+000
+2.06279400000E+008, +5.11856144726E-008, +0.00000000000E+000
+2.08279200000E+008, +5.01946593928E-008, +0.00000000000E+000
+2.10279000000E+008, +5.11727310636E-008, +0.00000000000E+000
+2.12278800000E+008, +4.98618060275E-008, +0.00000000000E+000
+2.14278600000E+008, +5.15760441502E-008, +0.00000000000E+000
+2.16278400000E+008, +5.00746599881E-008, +0.00000000000E+000
+2.18278200000E+008, +4.83526016011E-008, +0.00000000000E+000
+2.20278000000E+008, +4.68949205150E-008, +0.00000000000E+000
+2.22277800000E+008, +4.59189032177E-008, +0.00000000000E+000
+2.24277600000E+008, +4.53349578514E-008, +0.00000000000E+000
+2.26277400000E+008, +4.39870164224E-008, +0.00000000000E+000
+2.28277200000E+008, +4.24736592093E-008, +0.00000000000E+000
+2.30277000000E+008, +4.21111975155E-008, +0.00000000000E+000
+2.32276800000E+008, +4.31870043865E-008, +0.00000000000E+000
+2.34276600000E+008, +4.13793562866E-008, +0.00000000000E+000
+2.36276400000E+008, +4.10234387214E-008, +0.00000000000E+000
+2.38276200000E+008, +4.13467458305E-008, +0.00000000000E+000
+2.40276000000E+008, +3.97046648223E-008, +0.00000000000E+000
+2.42275800000E+008, +3.72215999972E-008, +0.00000000000E+000
+2.44275600000E+008, +3.73939353416E-008, +0.00000000000E+000
+2.46275400000E+008, +3.85110604723E-008, +0.00000000000E+000
+2.48275200000E+008, +3.93069670920E-008, +0.00000000000E+000
+2.50275000000E+008, +3.97010513005E-008, +0.00000000000E+000
+2.52274800000E+008, +3.89410885296E-008, +0.00000000000E+000
+2.54274600000E+008, +3.88961275489E-008, +0.00000000000E+000
+2.56274400000E+008, +3.84952278950E-008, +0.00000000000E+000
+2.58274200000E+008, +3.79703501691E-008, +0.00000000000E+000
+2.60274000000E+008, +3.74640566197E-008, +0.00000000000E+000
+2.62273800000E+008, +3.70438074327E-008, +0.00000000000E+000
+2.64273600000E+008, +3.75534878803E-008, +0.00000000000E+000
